age,annual_income,education_years,work_experience_years,loan_amount,loan_duration_months,interest_rate,debt_to_income_ratio,monthly_expenses,savings_balance,investment_balance,number_of_dependents,employment_stability_years,housing_status_score,marital_status_score,health_risk_index,insurance_coverage_score,spending_score,online_activity_score,device_usage_hours,location_risk_index,previous_default_count,financial_literacy_score,loan_default,loan_to_income_ratio,expenses_to_income_ratio,savings_to_income_ratio,raw_cluster_id,financial_profile_label
27,51578.7766614965,18,37,38341.56197795589,12,15.851781656012465,0.7221559974466683,1267.683304293366,19559.787781742943,39987.484976062246,0,1,5,3,0.5894281873176481,4,79,62,2.4719152380615768,0.9138801406841972,0,62,0,0.7433592740980579,0.2949313775190074,0.37922163044134977,1,2
42,75850.81469070134,13,6,39783.57595339182,12,4.274216061408303,0.1888318765898891,2422.5217308210777,18491.686972465173,13867.18268358104,5,26,2,1,0.7247650221817502,5,25,92,2.257522778552242,0.9767010172970444,0,24,0,0.5244976750166527,0.3832557486480985,0.2437902222654979,2,0
37,35327.19218086533,12,5,23637.90683491428,12,16.337042822020372,0.1927041918822556,2436.747937987096,2860.633221440537,3474.690245284488,0,2,5,3,0.6884555686890802,4,87,6,10.947375396117364,0.4006935424708093,0,56,0,0.6691136593560796,0.8277186340238859,0.08097539161320538,1,2
52,74754.32415905662,13,21,34577.194251743626,48,9.816534089061378,0.4731015043326302,1732.5856914209269,0.0,22361.83115779392,3,14,5,1,0.1648729743529424,2,91,18,4.641192524010921,0.4759644876912114,0,57,0,0.46254440315951323,0.27812475774396056,0.0,2,0
53,74941.79774267317,12,13,24165.211675825994,24,6.698331430208585,0.8839149298946257,2966.921011764432,4795.232236290605,4975.740769287962,0,10,3,2,0.0862915557993716,2,75,1,4.437600903422112,0.1967942790917037,0,55,0,0.32245305562060067,0.4750760351843039,0.06398608494495878,2,0
42,62098.87316549858,18,2,47551.7607551816,12,14.170072699673453,0.3721181301385123,1305.2956663912344,24623.253031151893,13124.684731867264,0,25,4,3,0.2353739426220531,4,45,56,7.522477273472593,0.3595161077930414,0,62,0,0.7657427314091878,0.2522356235828978,0.39651690563738423,1,2
49,59341.62801551624,16,23,31542.381164842664,60,7.77137895961439,0.1865083997620919,3359.2668403191374,22213.76229938897,25124.970409392583,4,17,2,3,0.0607853434283023,1,35,42,7.754973490385556,0.3772466439151326,1,76,0,0.5315388576227666,0.6793073164977771,0.37433692067869573,2,0
21,57518.47735993836,15,29,46482.66403063508,48,8.27362151044,0.6125979036972564,2157.44178802417,0.0,42992.41616646929,5,24,4,1,0.9850833425050318,4,1,84,2.326923890673112,0.747814833300877,1,82,0,0.8081344667689391,0.45010408210704733,0.0,2,0
27,52743.28356861985,17,28,7907.025143694598,36,3.3823010443930186,0.3135208770000584,2339.6462138077554,25384.7997022591,23407.38459372049,1,0,1,2,0.6384427423198459,5,9,37,1.405173189119519,0.8151300721733642,0,79,0,0.1499152993273055,0.5323095694102181,0.4812897109303609,2,0
56,67658.2984737622,14,27,16687.30624833175,12,3.343639701289332,0.2759677804102145,1160.5712417069162,7842.292691938019,5084.393565541939,1,29,3,2,0.9129724249001852,5,11,99,10.73710713654804,0.650563848257011,0,32,0,0.24664093872835224,0.20584104558709543,0.11591028549113232,2,0
50,71138.26676219807,12,19,13647.89612866072,60,9.123320805494712,0.182583926933182,1973.026653502127,19186.450656202665,18636.49866060768,1,20,1,2,0.6041030916422099,1,86,24,8.503649766367168,0.4883553840356033,1,49,0,0.19185027622732342,0.33282115125423334,0.26970646783311975,2,0
63,58246.94647653757,14,21,25016.59579494606,24,15.000756608899492,0.6414161364639205,2934.389942015537,0.0,0.0,5,27,5,3,0.0715103906797747,4,99,80,3.694887122542601,0.5280451286487102,0,52,0,0.42949197010735984,0.604541206608495,0.0,1,2
55,84111.69856409248,17,37,35210.574373116484,12,9.475512278153577,0.7467250970250463,1955.361274435204,19483.89301830112,28122.609704205584,4,9,3,2,0.0745759432494594,4,88,58,5.172673965640619,0.9566938483145422,0,73,0,0.418616850856796,0.2789663708353577,0.23164308117561722,2,0
40,55756.37385272533,16,26,5511.2659038258425,36,16.970508250462586,0.4321144713674869,3515.607833819895,6620.866710016997,20019.492912283175,1,10,3,3,0.754193467994835,3,45,87,4.7945403547994925,0.2203677897095695,0,42,0,0.0988454865874757,0.7566362568210065,0.11874636481033234,1,2
42,60892.289390343394,11,14,22629.050818313262,12,13.940489703725666,0.246700855701285,1369.0965456844176,11096.247823192563,31625.250024823537,1,23,2,2,0.7349342123955509,2,78,72,7.717387318366713,0.075297345382059,0,17,0,0.3716242408501378,0.269806878879125,0.18222746975501733,1,2
33,51108.75844672971,16,8,23497.226649751097,24,14.529473697428,0.0768684750930656,4305.294367988881,22426.046757611177,30473.87120687404,1,24,5,2,0.8350105806967828,3,69,100,5.248058424478021,0.7853531651561169,0,60,0,0.4597495099444078,1.0108547729586328,0.4387906777462748,0,1
29,75139.32897283757,12,2,39859.15024899351,12,3.030718697940464,0.2886469295796044,2488.083870368901,24003.29865258184,0.0,0,22,3,3,0.912220320044963,2,25,69,7.526787227100602,0.8626930278293983,0,67,0,0.5304698723540952,0.39735524461790106,0.31945053250686994,2,0
29,48418.53781417057,18,17,26333.85746294816,24,15.292421724354984,0.223276058409727,3659.915309722943,25463.5685220548,27189.652009687805,3,9,5,1,0.760424322276817,1,1,94,7.343396993991127,0.3051722651131395,1,63,0,0.5438796513025033,0.9070695997726231,0.5259053592197165,0,1
47,52830.53658005472,17,38,20771.136211730714,60,17.56500302969322,0.6094767271080186,2319.9041360882643,0.0,344.9957243682693,2,18,5,2,0.3660551462778201,3,94,65,4.231912004094777,0.4503739912026354,2,67,0,0.3931653463382105,0.5269461836881902,0.0,1,2
30,61508.32995313531,18,7,9949.323891315751,12,14.690327148036395,0.2212833033060451,3308.8770494364885,27062.116263119184,19101.423031285103,1,25,4,3,0.9185822379252851,2,2,34,0.6311459234474278,0.7184124978687906,0,23,0,0.1617557150209798,0.6455471092044155,0.4399748177805911,1,2
32,58977.37273403774,13,5,16962.34291989511,12,9.032423677430026,0.5942084706634907,2655.683380682858,19359.602566317764,13620.977893187855,2,11,1,1,0.4087470418231268,1,23,67,2.103607436034335,0.2605834194193696,0,14,0,0.2876076388886953,0.5403462224725744,0.32825474701325097,2,0
25,86097.51143372204,14,10,28653.66007165243,60,5.421332029183988,0.8569713429582229,1923.749745322584,23624.01175491777,35731.27632039397,4,5,3,1,0.804175964705486,5,21,81,5.360328453130935,0.7929817261170394,0,18,0,0.3328047419083657,0.2681261811108427,0.27438669668290655,2,0
50,51376.49663326451,17,34,19416.354171088824,60,3.586652148700762,0.0712002791228725,3309.7493023978423,14173.64295388185,19724.661703723472,1,23,5,3,0.2555164776427515,4,77,39,9.078413900010272,0.0478069999121296,3,83,0,0.3779228916616592,0.7730576086626101,0.2758779574842576,2,0
25,69999.2851488545,16,15,25269.668954702345,60,16.316636342005104,0.6362537586357413,2745.3366812317704,16406.22803342592,18510.297567588423,4,11,3,2,0.5066690353246802,3,68,97,7.685391649551088,0.6806648780778726,1,53,0,0.3609989573602934,0.47063395154286597,0.23437707968785448,1,2
20,61249.10706980528,8,21,19311.89131316439,48,9.856048596816198,0.1947034480950502,1987.302456657114,25775.02989911371,30418.066505863168,5,29,2,2,0.5910968140288327,5,35,39,8.033866468707451,0.9610995976138572,1,17,0,0.31530078130208056,0.38935472892211065,0.4208229496266459,2,0
38,76050.235486588,8,24,27876.19732646796,60,3.3083755996803736,0.5681504571919422,2223.2680938693,13155.966161032173,23823.77026732748,2,11,2,1,0.5042498210241386,3,65,18,7.031648569601984,0.1909638416445074,0,10,0,0.3665497831546376,0.3508104472751655,0.17299047237470186,2,0
54,46018.69118339309,17,33,35490.13865865536,24,11.906179299658506,0.7436674999147793,2342.566932833067,9274.589764330864,35898.26752711494,5,16,1,2,0.97590187179459,4,90,54,1.3928582024472096,0.733708077133832,1,77,0,0.771211387069235,0.6108562080127397,0.20153962500519382,1,2
50,36543.2155211014,11,17,31892.37157419825,12,14.35148454845635,0.2813348452878852,2015.5593874170604,7062.759353841651,15814.334717258967,4,26,2,1,0.5485984590134407,5,6,91,3.69963716982684,0.9201232404593636,0,100,0,0.8727303035438251,0.6618660209318039,0.19327142543773557,0,1
38,18008.000395298033,18,4,23741.351823020865,12,6.823131995809951,0.8718027872305655,2798.890514781672,11206.18777316149,4717.019955293459,0,23,4,1,0.6274776432617857,4,35,38,5.046695943075532,0.5542795949743878,1,20,0,1.3183780154302882,1.8650980364343892,0.6222894006647998,0,1
51,36614.008169084016,10,33,29971.74749536881,60,5.461010291403655,0.7317902308907366,1677.98430829256,4847.108175859345,18492.0972740088,5,0,4,3,0.4008884351520707,2,96,63,6.700912880613941,0.8742272599544084,0,100,0,0.8185869014110351,0.5499483041169175,0.132383981384265,2,0
20,75687.853332799,10,22,13389.290544203976,36,13.34773568239936,0.4237183000044872,1058.4011400890734,29132.940836539103,46945.92462666674,2,14,5,1,0.8455107743068313,5,34,23,2.846936004046937,0.6344190044557103,1,11,0,0.17690144395206125,0.16780517773735087,0.38490906471401365,1,2
33,82971.1957821963,18,21,7275.817795129391,48,8.280654194323716,0.7224257779129045,1257.7297817682015,8173.363116745207,12370.34391115906,5,1,5,1,0.4362409254310252,5,90,70,3.860733872167888,0.8965696631775658,1,53,0,0.08769088750063082,0.18190357796984982,0.09850844066657433,2,0
18,72356.25316963084,15,9,25996.01326661744,48,12.08646703890874,0.2372739087859013,4086.206070140936,31456.61604561372,47511.61884784311,5,19,2,1,0.388143440837624,4,40,75,9.027740028773596,0.9459723375165888,0,63,0,0.3592780461651711,0.6776812050609585,0.43474633729122664,1,2
32,57443.29497989374,17,12,46861.6575921083,60,8.259028246331578,0.3902249492336512,3120.9143519247277,18923.710189795074,18101.56820720903,1,24,3,3,0.5701488594750279,5,85,1,2.5633564571825804,0.1990643052547044,0,52,0,0.815789860392075,0.6519642063743957,0.3294328815298415,0,1
61,53014.74006615101,8,13,43735.13482923771,48,15.904827806501956,0.8759043445248399,2717.4706314442888,15638.277110821053,42894.93762435249,1,25,4,1,0.1936173817299561,3,18,91,10.481991692688098,0.8230529005015988,0,53,0,0.8249617893941505,0.6151052997079988,0.2949797941347603,0,1
51,70736.55407044102,19,7,43309.5154302602,36,9.867960251851947,0.1787609758566208,1452.4931224230247,19161.608697232416,11712.22918396062,1,14,2,3,0.7630274960951905,5,75,4,7.801319846008866,0.1666390094451919,1,94,0,0.6122649880164028,0.24640608661427302,0.2708869402678403,2,0
32,50905.36524421824,14,9,44062.907141862415,12,11.612872093856575,0.5044589584560314,2882.942245180233,3665.532248012167,2354.950033746656,5,28,4,2,0.3930364885095587,2,15,1,5.886522885769337,0.1588860108557273,1,19,0,0.865584736117123,0.6796004070728493,0.07200679595219078,0,1
48,65476.87684464035,18,0,30804.57230298769,36,15.53345634807008,0.1186252896015484,3093.139541259707,20090.93301159037,4647.879804078673,0,25,4,1,0.8553928283356705,1,75,97,4.0144884468128375,0.4450957751813004,2,65,0,0.4704648997855984,0.566882177095696,0.3068401240221177,1,2
50,63244.59811661825,9,0,10224.798229455777,24,10.2379236011044,0.3672842671950111,3351.866571112774,14564.40455099598,27020.583091119297,0,8,3,1,0.2745026486234894,3,31,81,3.187278579771184,0.6102809027149207,0,96,0,0.16167069653288055,0.6359815707767837,0.2302869333463124,2,0
21,39813.71907000595,9,18,27975.680077505247,24,6.722926467343979,0.313626498637428,1660.5519279682817,9588.01354719738,36312.09892440762,4,8,4,3,0.9484073880034368,3,68,50,8.91177844165146,0.8063004155582708,0,62,0,0.7026643260408444,0.5004964017699943,0.240821851642104,2,0
37,83723.50201775183,9,4,17280.754863264203,60,14.55540412819898,0.7140985642813971,1941.165773187873,28440.21543865381,37120.69136684253,1,24,5,3,0.3412708685813824,1,48,38,8.302940267343953,0.8764462228805464,1,91,0,0.20640267603235443,0.27822521414973145,0.33969213844666524,1,2
20,57277.231931729,12,37,1000.0,12,9.29053544181559,0.1400964549358302,2929.8029856708563,21379.74853117813,44756.5590125342,5,2,5,1,0.1016945348831956,2,86,91,7.447458855569417,0.1124579747937878,0,1,0,0.017458944265881068,0.613815204442073,0.3732678380243916,2,0
43,49288.63511607714,18,33,23725.895646820984,36,7.770140208465097,0.3492332866191514,2448.5914164254723,25531.88799427208,41295.39075482922,2,0,3,1,0.775557897551047,5,49,45,4.113593922441559,0.8723065578636202,0,43,0,0.48136645680987805,0.5961434502681408,0.5180076083288417,2,0
23,60067.09148786413,14,18,23895.64517576648,48,3.2608941307774626,0.7931919184049467,3748.8273715178616,8504.149464536275,13115.84810406572,5,14,2,1,0.1883864506085248,2,73,20,8.919924403687983,0.3257959448591948,2,75,0,0.3978159185648988,0.7489280293736752,0.14157751364163257,2,0
55,56168.25247323912,18,21,14133.06902361152,60,3.3840816024643616,0.5728327649103546,1974.7538402053144,27669.23725501791,18305.55488631385,4,16,2,2,0.4525926095437368,5,27,5,4.308822533496019,0.8397544445846438,0,55,0,0.251620237434752,0.4218939532390477,0.4926134611042186,2,0
32,49538.75066076874,17,36,59622.96301477324,12,6.058112605201346,0.2271948874576702,1094.7854936604035,29844.83699700602,26185.27379391411,0,23,5,1,0.0695084795850398,3,88,3,7.055923900674729,0.9858180393506016,1,11,0,1.203562104806783,0.2651949382794745,0.6024543735746866,0,1
57,44017.739426920416,14,31,12868.013468927697,36,9.760574770814596,0.6321246097882306,2100.805896444465,18457.53071807147,13853.478686704855,5,25,4,1,0.1110529945101321,5,77,48,4.675342295810452,0.2050356494471453,0,10,0,0.292336990414775,0.572716161382786,0.4193202776511325,2,0
62,65322.93757169535,14,32,18025.82988310368,48,3.391383476740809,0.6263791275650392,1965.5090114931295,0.0,18480.76889550732,2,27,3,3,0.3308104194402812,2,92,82,2.212600543508823,0.6626971376524211,0,48,0,0.2759494681836589,0.36106931216971927,0.0,2,0
41,68064.2753809008,18,21,28661.534911652045,48,9.473266797492087,0.8846025362126214,2152.723743791784,0.0,42333.865828112976,1,23,2,3,0.3989832713161622,2,87,29,8.528412639690321,0.1973911596553932,0,74,0,0.4210951303199303,0.3795336802006151,0.0,2,0
21,47748.58820427836,8,6,57606.95478179184,24,3.808249932017864,0.0580131586261273,1760.9710562829769,9870.663327878834,22370.44759376391,5,21,3,2,0.678247592132279,3,45,48,9.401849110762294,0.5191839158259867,0,69,0,1.2064640431951066,0.44256078493860657,0.2067215743772379,2,0
39,73966.92096528871,10,13,35028.87064798767,12,10.31570948156167,0.1181391183206421,2129.2427964138437,8690.985752469725,20047.44616041137,5,25,4,3,0.7492104220249728,5,81,15,11.664675259524127,0.8925727576404907,0,6,0,0.4735748114272063,0.3454370308175555,0.11749827678440532,2,0
51,54565.11623360306,17,29,47513.14768441905,60,4.967413590340539,0.1803000763049438,3006.887104747844,12650.42841365831,30394.77381653808,0,2,4,2,0.2811318014338069,2,46,47,10.722198532899014,0.2136437818995333,0,14,0,0.8707604961566787,0.661276796378438,0.2318409505351286,2,0
55,55522.78370380386,10,30,14101.842273069273,60,14.921783998787255,0.2758550934896043,3140.640226584973,8265.36174524204,28004.30147831242,0,7,2,2,0.0171882083102702,3,77,26,4.476458242807706,0.8873195773989511,0,39,0,0.2539829837837031,0.678778695968691,0.14886432548726444,1,2
47,67207.67387942903,13,8,21772.86472494034,48,10.70058621378736,0.2063930048103704,3092.832784915172,18688.834392919194,20143.11860269783,3,20,2,2,0.8691003075557356,3,36,1,3.147566703735653,0.6171837036180742,0,84,0,0.32396396822185797,0.5522285072023887,0.27807589988082426,2,0
35,41551.22032820522,15,18,24437.7308522862,24,4.506768382060153,0.4608493449276994,2792.137596086416,18829.7932202928,16254.40018146173,1,5,2,2,0.9857847637531002,5,54,28,7.428411471356342,0.7917575249918336,2,43,0,0.5881350934884028,0.8063698463819402,0.45317064268052365,0,1
52,65350.17134098467,12,0,25165.70384626953,48,7.889131673666752,0.0708892286094595,300.0,16420.42200692132,17688.656093661702,1,2,3,1,0.4278821465007366,2,48,69,4.305044390755929,0.1590072738942067,0,4,0,0.38509009739178357,0.055087843323560544,0.25126823189556313,2,0
31,65825.17504431137,11,20,18420.05922506449,12,5.482238339106919,0.6219796643165892,4052.574708322399,1809.8195733196244,38567.37078914212,1,22,2,2,0.4136559862134844,4,2,60,10.66027002328478,0.4955252798971302,1,81,0,0.2798330458318524,0.7387887152162079,0.02749433741879627,2,0
40,74820.19582233061,14,23,57621.336125982,60,4.406007663738894,0.7030128813447831,1803.2397576932333,24167.64523655568,39493.27722905429,5,21,4,1,0.47888197312606,4,31,33,0.6287077734621166,0.168688561081881,1,56,0,0.7701307847791613,0.28921171422356157,0.32300964961311524,2,0
